abandon	v. 遗弃；离开；放弃；终止；陷入n. 放任，狂热
transport	n. 运输；运输机；狂喜；流放犯vt. 运输；流放；使狂喜
transportation	n. 运输；运输系统；运输工具；流放
trap	n.圈套,陷阱,诡计,活板门,存水弯,汽水闸,(双轮)轻便马车vi.设圈套,设陷阱vt.诱捕,诱骗,计捉,设陷,坑害,使受限制
travel	v.旅行,传播vi.行进,传播n.旅行
traverse v. 横越，穿过 n. 1. 横越，贯穿 2. 横断物，横杆，横线
tray	n. 托盘；文件盒
treason	n. [法] 叛国罪；不忠
treasure	n. 财富，财产；财宝；珍品vt. 珍爱；珍藏n. (Treasure)（英、美
treat	vt. 治疗；对待；探讨；视为vi. 探讨；请客；协商n. 请客；款待n.
treatment	n. 治疗，疗法；处理；对待
treaty	/ n. 条约，协议；谈判
tree	n. 树；木料；树状物vt. 把...赶上树vi. 爬上树；逃上树n. (Tree) 人名；(英)特里
tremble	vi. 发抖；战栗；焦虑；摇晃vt. 使挥动；用颤抖的声音说出n. 颤抖；战栗；摇晃
tremendous	adj. 极大的，巨大的；惊人的；极好的
trench	n. 沟，沟渠；战壕；堑壕vt. 掘沟vi. 挖战壕；侵害n. (Trench)人名；(英、西)特伦奇
trend	n. 趋势，倾向；走向vi. 趋向，伸向vt. 使…趋向n. (Trend)人名；
trial	n. 试验；审讯；努力；磨炼adj. 试验的；审讯的n. （Trial）
triangle	n. 三角（形）；三角关系；三角形之物；三人一组
tribe	n. 部落；族；宗族；一伙n. (Tribe)人名；(英)特赖布
tribute	n. 礼物；[税收] 贡物；颂词；（尤指对死者的）致敬，悼念，吊唁礼物
trick	n.诡计；恶作剧；窍门；花招；骗局；欺诈vt. 欺骗；哄骗；装饰；
trifle	n. 少量；琐事；不值钱的东西；屈莱弗甜食v. 轻浮地说（或做）； 虚度，浪费；轻视
trigger	n. 扳机；起因，引起反应的事；触发器，引爆装置v. 触发，引起； 开动（装置）n. (Trigger) 特里杰（人名）
trim	adj.整齐的,整洁的vt.整理,修整,装饰
trip	n.(短途)旅行,绊倒,摔倒,失足,往返,差错,支吾,旅程vt.使跌倒,使犯错,使失败,挑剔vi.轻快地走,摔倒,绊倒,失足,结巴,远足,犯错,旅行
triple	adj. 三倍的；三方的n. 三倍数；三个一组vi. 增至三倍vt. 使成三倍
triumph	n. 胜利，凯旋；欢欣vi. 获得胜利，成功
trivial	adj. 不重要的，琐碎的；琐细的
troop	n. 军队；组；群；多数vi. 群集；成群而行；结队vt. 把（骑兵）编成骑兵连
tropical	adj. 热带的；热情的；酷热的
trouble	n. 麻烦；烦恼；故障；动乱vt. 麻烦；使烦恼；折磨vi. 费心，烦恼
troublesome	adj. 麻烦的；讨厌的；使人苦恼的
trousers	n. 裤子，长裤
truck	n.卡车；交易；手推车vi. 驾驶卡车；以物易物vt. 交易；以卡车运输adj. （美）运货汽车的n. (Truck)人名；(德)特鲁克
true	adj. 真实的；正确的adv. 真实地；准确地n. 真实；准确vt. 装准n.
truly	adv. 真实地，不假；真诚地n. (Truly)人名；(英)特鲁利
trumpet	n. 喇叭；喇叭声vt. 吹喇叭；吹嘘vi. 吹喇叭；发出喇叭般的声音
trunk	n.树干；躯干；象鼻；汽车车尾的行李箱vt. 把…放入旅行箱内adj. 干线的；躯干的；箱子的n. (Trunk)人名；(德、匈、西)特伦克
trust	n. 信任，信赖；责任；托拉斯vt. 信任，信赖；盼望；赊卖给vi. 信任，信赖；依靠n. (Trust)人名；(英)特拉斯特
truth	n. 真理；事实；诚实；实质
try	vt. 试图，努力；试验；审判；考验vi. 尝试；努力；试验n. 尝试； 努力；试验n. (Try)人名；(英、印尼)特里；(柬)德里
tub	n. 浴盆；桶vt. 把…装入桶；为…洗盆浴vi. 洗盆浴；（衣服等）被放在桶里洗
tube	n. 管；电子管；隧道；电视机vt. 使成管状；把…装管；用管输送vi. 乘地铁；不及格
tuck	n.缝摺,活力,鼓声,船尾突出部下方,食物(尤指点心、蛋糕)vt.打摺, 卷起,挤进,塞,使隐藏vi.折成摺子,缩拢
Tuesday	n. 星期二
tug	v.（用力地）拉，拖；（迅速地）穿衣服；较量；用拖船拖；竞争；
tuition	n. 学费；讲授
tumble	vi.摔倒；倒塌；滚动；打滚；仓惶地行动vt. 使摔倒；使滚翻；弄
tune	n. 曲调；和谐；心情vt. 调整；使一致；为…调音vi. [电子][通信] 调谐；协调n. (Tune)人名；(英)图恩
tunnel	n. 隧道；坑道；洞穴通道vt. 挖；在…打开通道；在…挖掘隧道vi. 挖掘隧道；打开通道
turbine	n. [动力] 涡轮；[动力] 涡轮机
turbulent	adj. 动荡的；湍流的；与紊流有关的
turkey	n. 火鸡；笨蛋；失败之作
turn 1. vt.转 2. 翻 vi.转动
turning	n. 转向；旋转；回转；转弯处v. 旋转（turn的ing形式）
turnip	n. 萝卜；芜菁甘蓝，大头菜
turnover	n. 翻覆；[贸易] 营业额；流通量；半圆卷饼；失误adj. 翻过来的； 可翻转的
tutor	n. 导师；家庭教师；助教；（尤指音乐）课本v. 辅导；约束；当家庭教师，当大学导师
twelfth	adj. 第十二的，第十二个的；十二分之一的n. 第十二；月的第十二日
twelve	n. 十二；十二个num. 十二；十二个adj. 十二的；十二个的
twentieth	n. 第二十；二十分之一adj. 第二十的；二十分之一的
twenty	n. 二十；二十年代num. 二十adj. 二十的
twice	adv. 两次；两倍
twin	n.双胞胎中一人,孪生子adj.双胞胎的,一对的,相似的vi.生双胞胎,成对vt.孪生,使成对
twinkle	v. 闪烁；（眼睛）闪亮，闪闪发光；发亮；轻快移动n. （眼睛的） 闪亮；欣喜的神情；闪烁
twist	n.一扭,扭曲,盘旋,曲折,歪曲,手法,螺旋状vt.拧,扭曲,绞,搓,捻,使苦恼,使转动,编织vi.扭弯,扭曲,缠绕,扭动,呈螺旋形
two	n. 两个adj. 两个的num. 二
type	n. 类型，品种；模范；样式vt. 打字；测定（血等）类型vi. 打字n.
typewriter	n. 打字机
typhoon	n. [气象] 台风
typical	adj. 典型的；特有的；象征性的
typist	n. 打字员，打字者
tyre	n. 轮胎，轮箍v. 装轮胎于……n. (Tyre) （美、英、加）泰尔（人名）
ugly	adj. 丑陋的；邪恶的；令人厌恶的
ultimate	adj. 最终的；极限的；根本的n. 终极；根本；基本原则
ultimately	adv. 最后；根本；基本上
ultraviolet	adj. 紫外的；紫外线的n. 紫外线辐射，紫外光
umbrella	n. 雨伞；保护伞；庇护；伞形结构
unable	adj. 不会的，不能的；[劳经] 无能力的；不能胜任的
unanimous	adj. 全体一致的；意见一致的；无异议的
unbearable	adj. 难以忍受的；承受不住的
uncertain	adj. 无把握的；多变的；不确定的；信心不足的；靠不住的
uncle	n. 叔叔；伯父；伯伯；舅父；姨丈；姑父
uncomfortable	adj. 不舒服的；不安的
unconscious	adj. 无意识的；失去知觉的；不省人事的；未发觉的
uncover	vt. 发现；揭开；揭露vi. 发现；揭示；揭去盖子
under	prep.在...之下,在...之内,在...领导下,低于,假借adv.在下
underestimate	vt. 低估；看轻n. 低估
undergo	vt. 经历，经受；忍受
undergraduate	n. 大学本科生；大学肄业生adj. 大学本科生的；大学肄业生的
underground	adv. 在地下；秘密地adj. 位于地下的；地下的；先锋派的，急进探索的v. 铺（电缆）于地下n. 地铁；秘密政治组织
underline	vt. 强调；在…下面划线；预告n. 下划线；下期节目预告
underlying	adj. 潜在的；根本的；在下面的；优先的v. 放在…的下面；为…的基础；优先于（underlie的ing形式）
undermine	vt. 破坏，渐渐破坏；挖掘地基
underneath	adv.在下面 prep.在...的下面
understand	vt. 理解；懂；获悉；推断；省略；明白vi. 理解；懂得；熟悉
understanding	n. 谅解，理解；理解力；协议adj. 了解的；聪明的；有理解力的v. 理解；明白（understand的ing形式）
undertake	vt. 承担，保证；从事；同意；试图
undertaking	n. 事业；企业；保证；殡仪业v. 同意；担任；许诺（undertake的
undo	vt. 取消；解开；破坏；扰乱vi. 撤消
undoubtedly	adv. 确实地，毋庸置疑地
uneasy	adj. 不舒服的；心神不安的；不稳定的
unemployment	n. 失业；失业率；失业人数
unexpected	adj. 意外的，想不到的
unfair	adj. 不公平的，不公正的
unfold	vt. 打开；呈现vi. 展开；显露
unfortunate	adj. 不幸的；令人遗憾的；不成功的
unfortunately	adv. 不幸地
unhappy	adj. 不快乐的；不幸福的；不适当的
uniform	adj. 统一的；一致的；相同的；均衡的；始终如一的n. 制服vt. 使穿制服；使成一样
unify	v. 整合，联合；统一，使成一体
union	n. 联盟，协会；工会；联合
unique	adj. 独特的，稀罕的；[数] 唯一的，独一无二的n. 独一无二的人或物n. (Unique)人名；(英)尤妮克
unit	n. 单位，单元；装置；[军] 部队；部件
unite	vt. 使…混合；使…联合；使…团结vi. 团结；联合；混合
unity	/ n. 团结；一致；联合；个体n. (Unity)人名；(英)尤妮蒂
universal	adj. 普遍的；通用的；宇宙的；全世界的；全体的n. 一般概念；普通性
universe	n. 宇宙；世界；领域
university	/ n. 大学；综合性大学；大学校舍
unjust	adj. 不公平的，不公正的；非正义的
unkind	adj. 不友善的，不亲切的；刻薄的；（天气）恶劣的
unknown	adj. 未知的；陌生的，默默无闻的n. 未知数；未知的事物，默默无闻的人
unless	conj. 除非；若非prep. 除……之外
unlike	prep.不像，和……不同；与……不同，与……相反；非……的特征，不是……的特点adj. 不同的，不相似的，不像的conj. 不同于
unlikely	adj. 不太可能的；没希望的adv. 未必
unload	vt. 卸；摆脱…之负担；倾销vi. 卸货；退子弹
unlucky	adj. 不幸的；倒霉的；不吉利的
unnecessary	adj. 不必要的；多余的，无用的
unpleasant	adj. 讨厌的；使人不愉快的
unsatisfactory	adj. 不令人满意的；不满足的；不符合要求的
unstable	adj. 不稳定的；动荡的；易变的
unsuitable	adj. 不适合的；不适宜的；不相称的
until	conj. 到……时，直到……为止prep. 到……时，直到……为止
unusual	adj. 不寻常的；与众不同的；不平常的
unusually	adv. 特别地，及其，非常；异常地，不同寻常地
unwilling	adj. 不愿意的；不情愿的；勉强的
up	adv.向上,到(较高的地方,北方),起来,起床 prep.向上,在上,沿adj. 向上的,上行的
up-to-date	‘Λptə’deit/ a.直到最近的，现代的
update	vt. 更新；校正，修正；使现代化n. 更新；现代化
upgrade	n.升级,上升,上坡adv.往上vt.使升级,提升,改良品种
uphold	vt. 支撑；鼓励；赞成；举起
upon	prep. 在……之上；即将来临adv. 在上面地；此后
upper	adj. 上面的，上部的；较高的n. 鞋面；兴奋剂（常用复数 uppers） n. （Upper）（英）厄珀（人名）
upright	adj. 正直的，诚实的；垂直的，直立的；笔直的；合乎正道的n. 垂直；竖立
upset	vt. 使心烦；颠覆；扰乱vi. 翻倒adj. 心烦的；混乱的；弄翻的n. 混乱；翻倒；颠覆
upside-down 1. a.颠倒的，乱七八糟的
upstairs	adv. 在（或向）楼上；在（或向）上一层；智力上adj. 楼上的n. 楼上
upward	adj. 向上的；上升的adv. 向上地；增涨地
upwards	adv. 向上；在上部；向上游
urban	‘ə:bən/ a. 都市的,住在都市的
urge	vt. 力劝，催促；驱策，推进n. 强烈的欲望，迫切要求；推动力vi. 强烈要求
urgent	adj. 紧急的；急迫的
us	pron. 我们
usage	n. 使用；用法；惯例
use	n. 使用；用途；发挥vt. 使用，运用；利用；耗费n. （Use）（德） 乌泽（人名）
used	juːzd/ adj. 习惯的；二手的，使用过的v. 用（use 的过去式和过去分词）
useful	adj. 有用的，有益的；有帮助的
useless	adj. 无用的；无效的
user	n. 用户；使用者n. （User）（土）乌塞尔（人名）
usual	adj. 通常的，惯例的；平常的
usually	adv. 通常，经常
utility	n. 实用；效用；公共设施；功用adj. 实用的；通用的；有多种用途的
utilize	vt. 利用
utmost	adj. 极度的；最远的n. 极限；最大可能
utter	adj.完全的；彻底的；无条件的v. 说出；发出，表达；发射；使用伪钞n. (Utter) （美、瑞、德、加、法、俄、匈）乌特（人名）
vacant	adj. 空虚的；空的；空缺的；空闲的；茫然的n. （Vacant）（法） 瓦康（人名）
vacation	n. 假期；（房屋）搬出vi. 休假，度假
vacuum	n. 真空；空缺，空白；真空吸尘器adj. 真空的；利用真空的；产生真空的vt. 用真空吸尘器清扫
vague	adj. 模糊的；含糊的；不明确的；暧昧的n. (Vague)人名；(法)瓦格；(英)韦格
vain	adj. 徒劳的；自负的；无结果的；无用的
valid	adj. 有效的；有根据的；合法的；正当的
validity	n. [计] 有效性；正确；正确性
valley	n. 山谷；流域；溪谷n. (Valley)人名；(英)瓦利；(法)瓦莱
valuable	adj. 有价值的；贵重的；可估价的n. 贵重物品
value	n. 值；价值；价格；重要性；确切涵义vt. 评价；重视；估价
valve	n. 阀；[解剖] 瓣膜；真空管；活门vt. 装阀于；以活门调节n.
van	n. 先锋；厢式货车；增值网vt. 用车搬运n. (Van)人名；(老、泰、柬、缅)万
vanish	vi. 消失；突然不见；成为零vt. 使不见，使消失n. 弱化音
vanity	n. 虚荣心；空虚；浮华；无价值的东西
vapour	n. 蒸汽，烟雾vi. 自我吹嘘
variable	adj. 变量的；可变的；易变的，多变的；变异的，[生物] 畸变的n.
variation	n. 变化，变更，变动；[生物] 变异，变种；变奏曲
variety	n. 多样；种类；杂耍；变化，多样化
various	adj. 各种各样的；多方面的
vary	vi. 变化；变异；违反vt. 改变；使多样化；变奏n. (Vary)人名；
vase	n. 瓶；花瓶n. （Vase）（塞、罗、芬）瓦塞（人名）
vast	adj. 广阔的；巨大的；大量的；巨额的n. 浩瀚；广阔无垠的空间n.
vegetable	n. 蔬菜；植物；植物人adj. 蔬菜的；植物的
vegetation	n. 植被；植物，草木；呆板单调的生活
vehicle	n. [车辆] 车辆；工具；交通工具；运载工具；传播媒介；媒介物
veil	n.面纱；面罩；遮蔽物；托词vt. 遮蔽；掩饰；以面纱遮掩；用帷幕
vein	n. 血管；叶脉；[地质] 岩脉；纹理；翅脉；性情vt. 使成脉络；像脉络般分布于n. (Vein)人名；(英)维因；(塞)魏因
velocity	/ n. 【物】速度
velvet	n. 天鹅绒，丝绒；天鹅绒似的东西adj. 天鹅绒的
vent	n.通风孔,出烟孔,出口,(感情等的)发泄v.放出,排出,发泄
ventilate	vt. 使通风；给…装通风设备；宣布
venture	n.冒险旅行；（有风险的）企业v. 敢于冒险；小心地说（或做）； 冒着失去……的风险n. (Venture) （法）旺蒂尔（人名）
verb	n. 动词；动词词性；动词性短语或从句n. (Verb) （俄）韦尔布（人名）
verbal	adj. 口头的；言语的；动词的；照字面的n. 动词的非谓语形式
verdict	n. 结论；裁定
verge n. 边缘，边际 || be on the verge of濒于，濒临  v. 接近，濒临
verify	vt. 核实；查证
versatile	adj. 多才多艺的；通用的，万能的；多面手的
verse	n. 诗，诗篇；韵文；诗节vi. 作诗vt. 使熟练，使精通n. (Verse)人名；(德)费尔泽
version	n. 版本；译文；倒转术
versus	prep. 对，对抗；与……相对，与……相比
vertical	adj. 垂直的，直立的；[解剖] 头顶的，顶点的；[植]纵长的，直上的n. 垂直线，垂直面；垂直位置
very	adv.很,甚,及其,非常,完全adj.真正的,真实的,恰好的,绝对的,十足的,特别的
vessel	n. 船，舰；[组织] 脉管，血管；容器，器皿n. (Vessel)人名；(荷) 费塞尔；(俄、意、捷)韦塞尔
vest	n. 背心；汗衫vt. 授予；使穿衣vi. 归属；穿衣服n. (Vest)人名；
veteran	n. 老兵；老手；富有经验的人；老运动员adj. 经验丰富的；老兵的
